month,entity,account_category,amount,currency,amount_usd
2023-08,EMEA,Revenue,132000.0,EUR,143484.0
2023-08,EMEA,COGS,21120.0,EUR,22957.44
2023-08,EMEA,Opex:Marketing,19800.0,EUR,21522.6
2023-08,EMEA,Opex:Sales,13200.0,EUR,14348.4
2023-08,EMEA,Opex:Admin,6600.0,EUR,7174.2
2023-09,ParentCo,Revenue,495000.0,USD,495000.0
2023-09,ParentCo,COGS,74250.0,USD,74250.0
2023-09,ParentCo,Opex:Marketing,99000.0,USD,99000.0
2023-09,ParentCo,Opex:Sales,59400.0,USD,59400.0
2023-09,ParentCo,Opex:R&D,39600.0,USD,39600.0
2023-09,ParentCo,Opex:Admin,29700.0,USD,29700.0
2023-09,EMEA,Revenue,128000.0,EUR,140544.0
2023-09,EMEA,COGS,20480.0,EUR,22487.04
2023-09,EMEA,Opex:Marketing,19200.0,EUR,21081.600000000002
2023-09,EMEA,Opex:Sales,12800.0,EUR,14054.400000000001
2023-09,EMEA,Opex:Admin,6400.0,EUR,7027.200000000001
2023-10,ParentCo,Revenue,520000.0,USD,520000.0
2023-10,ParentCo,COGS,78000.0,USD,78000.0
2023-10,ParentCo,Opex:Marketing,104000.0,USD,104000.0
2023-10,ParentCo,Opex:Sales,62400.0,USD,62400.0
2023-10,ParentCo,Opex:R&D,41600.0,USD,41600.0
2023-10,ParentCo,Opex:Admin,31200.0,USD,31200.0
2023-10,EMEA,Revenue,138000.0,EUR,148488.0
2023-10,EMEA,COGS,22080.0,EUR,23758.08
2023-10,EMEA,Opex:Marketing,20700.0,EUR,22273.2
2023-10,EMEA,Opex:Sales,13800.0,EUR,14848.800000000001
2023-10,EMEA,Opex:Admin,6900.0,EUR,7424.400000000001
2023-11,ParentCo,Revenue,535000.0,USD,535000.0
2023-11,ParentCo,COGS,80250.0,USD,80250.0
2023-11,ParentCo,Opex:Marketing,107000.0,USD,107000.0
2023-11,ParentCo,Opex:Sales,64200.0,USD,64200.0
2023-11,ParentCo,Opex:R&D,42800.0,USD,42800.0
2023-11,ParentCo,Opex:Admin,32100.0,USD,32100.0
2023-11,EMEA,Revenue,142000.0,EUR,154922.0
2023-11,EMEA,COGS,22720.0,EUR,24787.52
2023-11,EMEA,Opex:Marketing,21300.0,EUR,23238.3
2023-11,EMEA,Opex:Sales,14200.0,EUR,15492.199999999999
2023-11,EMEA,Opex:Admin,7100.0,EUR,7746.099999999999
2023-12,ParentCo,Revenue,560000.0,USD,560000.0
2023-12,ParentCo,COGS,84000.0,USD,84000.0
2023-12,ParentCo,Opex:Marketing,112000.0,USD,112000.0
2023-12,ParentCo,Opex:Sales,67200.0,USD,67200.0
2023-12,ParentCo,Opex:R&D,44800.0,USD,44800.0
2023-12,ParentCo,Opex:Admin,33600.0,USD,33600.0
2023-12,EMEA,Revenue,145000.0,EUR,160225.0
2023-12,EMEA,COGS,23200.0,EUR,25636.0
2023-12,EMEA,Opex:Marketing,21750.0,EUR,24033.75
2023-12,EMEA,Opex:Sales,14500.0,EUR,16022.5
2023-12,EMEA,Opex:Admin,7250.0,EUR,8011.25
2024-01,ParentCo,Revenue,545000.0,USD,545000.0
2024-01,ParentCo,COGS,81750.0,USD,81750.0
2024-01,ParentCo,Opex:Marketing,109000.0,USD,109000.0
2024-01,ParentCo,Opex:Sales,65400.0,USD,65400.0
2024-01,ParentCo,Opex:R&D,43600.0,USD,43600.0
2024-01,ParentCo,Opex:Admin,32700.0,USD,32700.0
2024-01,EMEA,Revenue,148000.0,EUR,160284.0
2024-01,EMEA,COGS,23680.0,EUR,25645.44
2024-01,EMEA,Opex:Marketing,22200.0,EUR,24042.6
2024-01,EMEA,Opex:Sales,14800.0,EUR,16028.4
2024-01,EMEA,Opex:Admin,7400.0,EUR,8014.2
2024-02,ParentCo,Revenue,575000.0,USD,575000.0
2024-02,ParentCo,COGS,86250.0,USD,86250.0
2024-02,ParentCo,Opex:Marketing,115000.0,USD,115000.0
2024-02,ParentCo,Opex:Sales,69000.0,USD,69000.0
2024-02,ParentCo,Opex:R&D,46000.0,USD,46000.0
2024-02,ParentCo,Opex:Admin,34500.0,USD,34500.0
2024-02,EMEA,Revenue,152000.0,EUR,166288.0
2024-02,EMEA,COGS,24320.0,EUR,26606.08
2024-02,EMEA,Opex:Marketing,22800.0,EUR,24943.2
2024-02,EMEA,Opex:Sales,15200.0,EUR,16628.800000000003
2024-02,EMEA,Opex:Admin,7600.0,EUR,8314.400000000001
2024-03,ParentCo,Revenue,595000.0,USD,595000.0
2024-03,ParentCo,COGS,89250.0,USD,89250.0
2024-03,ParentCo,Opex:Marketing,119000.0,USD,119000.0
2024-03,ParentCo,Opex:Sales,71400.0,USD,71400.0
2024-03,ParentCo,Opex:R&D,47600.0,USD,47600.0
2024-03,ParentCo,Opex:Admin,35700.0,USD,35700.0
2024-03,EMEA,Revenue,158000.0,EUR,173958.0
2024-03,EMEA,COGS,25280.0,EUR,27833.28
2024-03,EMEA,Opex:Marketing,23700.0,EUR,26093.7
2024-03,EMEA,Opex:Sales,15800.0,EUR,17395.8
2024-03,EMEA,Opex:Admin,7900.0,EUR,8697.9
2024-04,ParentCo,Revenue,580000.0,USD,580000.0
2024-04,ParentCo,COGS,87000.0,USD,87000.0
2024-04,ParentCo,Opex:Marketing,116000.0,USD,116000.0
2024-04,ParentCo,Opex:Sales,69600.0,USD,69600.0
2024-04,ParentCo,Opex:R&D,46400.0,USD,46400.0
2024-04,ParentCo,Opex:Admin,34800.0,USD,34800.0
2024-04,EMEA,Revenue,162000.0,EUR,176256.0
2024-04,EMEA,COGS,25920.0,EUR,28200.960000000003
2024-04,EMEA,Opex:Marketing,24300.0,EUR,26438.4
2024-04,EMEA,Opex:Sales,16200.0,EUR,17625.600000000002
2024-04,EMEA,Opex:Admin,8100.0,EUR,8812.800000000001
2024-05,ParentCo,Revenue,615000.0,USD,615000.0
2024-05,ParentCo,COGS,92250.0,USD,92250.0
2024-05,ParentCo,Opex:Marketing,123000.0,USD,123000.0
2024-05,ParentCo,Opex:Sales,73800.0,USD,73800.0
2024-05,ParentCo,Opex:R&D,49200.0,USD,49200.0
2024-05,ParentCo,Opex:Admin,36900.0,USD,36900.0
2024-05,EMEA,Revenue,165000.0,EUR,180675.0
2024-05,EMEA,COGS,26400.0,EUR,28908.0
2024-05,EMEA,Opex:Marketing,24750.0,EUR,27101.25
2024-05,EMEA,Opex:Sales,16500.0,EUR,18067.5
2024-05,EMEA,Opex:Admin,8250.0,EUR,9033.75
2024-06,ParentCo,Revenue,635000.0,USD,635000.0
2024-06,ParentCo,COGS,95250.0,USD,95250.0
2024-06,ParentCo,Opex:Marketing,127000.0,USD,127000.0
2024-06,ParentCo,Opex:Sales,76200.0,USD,76200.0
2024-06,ParentCo,Opex:R&D,50800.0,USD,50800.0
2024-06,ParentCo,Opex:Admin,38100.0,USD,38100.0
2024-06,EMEA,Revenue,172000.0,EUR,190404.0
2024-06,EMEA,COGS,27520.0,EUR,30464.64
2024-06,EMEA,Opex:Marketing,25800.0,EUR,28560.6
2024-06,EMEA,Opex:Sales,17200.0,EUR,19040.4
2024-06,EMEA,Opex:Admin,8600.0,EUR,9520.2
2024-07,ParentCo,Revenue,620000.0,USD,620000.0
2024-07,ParentCo,COGS,93000.0,USD,93000.0
2024-07,ParentCo,Opex:Marketing,124000.0,USD,124000.0
2024-07,ParentCo,Opex:Sales,74400.0,USD,74400.0
2024-07,ParentCo,Opex:R&D,49600.0,USD,49600.0
2024-07,ParentCo,Opex:Admin,37200.0,USD,37200.0
2024-07,EMEA,Revenue,168000.0,EUR,182112.0
2024-07,EMEA,COGS,26880.0,EUR,29137.920000000002
2024-07,EMEA,Opex:Marketing,25200.0,EUR,27316.800000000003
2024-07,EMEA,Opex:Sales,16800.0,EUR,18211.2
2024-07,EMEA,Opex:Admin,8400.0,EUR,9105.6
2024-08,ParentCo,Revenue,655000.0,USD,655000.0
2024-08,ParentCo,COGS,98250.0,USD,98250.0
2024-08,ParentCo,Opex:Marketing,131000.0,USD,131000.0
2024-08,ParentCo,Opex:Sales,78600.0,USD,78600.0
2024-08,ParentCo,Opex:R&D,52400.0,USD,52400.0
2024-08,ParentCo,Opex:Admin,39300.0,USD,39300.0
2024-08,EMEA,Revenue,178000.0,EUR,195622.0
2024-08,EMEA,COGS,28480.0,EUR,31299.52
2024-08,EMEA,Opex:Marketing,26700.0,EUR,29343.3
2024-08,EMEA,Opex:Sales,17800.0,EUR,19562.2
2024-08,EMEA,Opex:Admin,8900.0,EUR,9781.1
2024-09,ParentCo,Revenue,640000.0,USD,640000.0
2024-09,ParentCo,COGS,96000.0,USD,96000.0
2024-09,ParentCo,Opex:Marketing,128000.0,USD,128000.0
2024-09,ParentCo,Opex:Sales,76800.0,USD,76800.0
2024-09,ParentCo,Opex:R&D,51200.0,USD,51200.0
2024-09,ParentCo,Opex:Admin,38400.0,USD,38400.0
2024-09,EMEA,Revenue,175000.0,EUR,191100.0
2024-09,EMEA,COGS,28000.0,EUR,30576.000000000004
2024-09,EMEA,Opex:Marketing,26250.0,EUR,28665.000000000004
2024-09,EMEA,Opex:Sales,17500.0,EUR,19110.0
2024-09,EMEA,Opex:Admin,8750.0,EUR,9555.0
2024-10,ParentCo,Revenue,675000.0,USD,675000.0
2024-10,ParentCo,COGS,101250.0,USD,101250.0
2024-10,ParentCo,Opex:Marketing,135000.0,USD,135000.0
2024-10,ParentCo,Opex:Sales,81000.0,USD,81000.0
2024-10,ParentCo,Opex:R&D,54000.0,USD,54000.0
2024-10,ParentCo,Opex:Admin,40500.0,USD,40500.0
2024-10,EMEA,Revenue,182000.0,EUR,197652.0
2024-10,EMEA,COGS,29120.0,EUR,31624.320000000003
2024-10,EMEA,Opex:Marketing,27300.0,EUR,29647.800000000003
2024-10,EMEA,Opex:Sales,18200.0,EUR,19765.2
2024-10,EMEA,Opex:Admin,9100.0,EUR,9882.6
2024-11,ParentCo,Revenue,685000.0,USD,685000.0
2024-11,ParentCo,COGS,102750.0,USD,102750.0
2024-11,ParentCo,Opex:Marketing,137000.0,USD,137000.0
2024-11,ParentCo,Opex:Sales,82200.0,USD,82200.0
2024-11,ParentCo,Opex:R&D,54800.0,USD,54800.0
2024-11,ParentCo,Opex:Admin,41100.0,USD,41100.0
2024-11,EMEA,Revenue,185000.0,EUR,203870.00000000003
2024-11,EMEA,COGS,29600.0,EUR,32619.200000000004
2024-11,EMEA,Opex:Marketing,27750.0,EUR,30580.500000000004
2024-11,EMEA,Opex:Sales,18500.0,EUR,20387.0
2024-11,EMEA,Opex:Admin,9250.0,EUR,10193.5
2024-12,ParentCo,Revenue,710000.0,USD,710000.0
2024-12,ParentCo,COGS,106500.0,USD,106500.0
2024-12,ParentCo,Opex:Marketing,142000.0,USD,142000.0
2024-12,ParentCo,Opex:Sales,85200.0,USD,85200.0
2024-12,ParentCo,Opex:R&D,56800.0,USD,56800.0
2024-12,ParentCo,Opex:Admin,42600.0,USD,42600.0
2024-12,EMEA,Revenue,192000.0,EUR,209472.0
2024-12,EMEA,COGS,30720.0,EUR,33515.52
2024-12,EMEA,Opex:Marketing,28800.0,EUR,31420.8
2024-12,EMEA,Opex:Sales,19200.0,EUR,20947.2
2024-12,EMEA,Opex:Admin,9600.0,EUR,10473.6
2025-01,ParentCo,Revenue,695000.0,USD,695000.0
2025-01,ParentCo,COGS,104250.0,USD,104250.0
2025-01,ParentCo,Opex:Marketing,139000.0,USD,139000.0
2025-01,ParentCo,Opex:Sales,83400.0,USD,83400.0
2025-01,ParentCo,Opex:R&D,55600.0,USD,55600.0
2025-01,ParentCo,Opex:Admin,41700.0,USD,41700.0
2025-01,EMEA,Revenue,188000.0,EUR,206236.0
2025-01,EMEA,COGS,30080.0,EUR,32997.76
2025-01,EMEA,Opex:Marketing,28200.0,EUR,30935.399999999998
2025-01,EMEA,Opex:Sales,18800.0,EUR,20623.6
2025-01,EMEA,Opex:Admin,9400.0,EUR,10311.8
2025-02,ParentCo,Revenue,725000.0,USD,725000.0
2025-02,ParentCo,COGS,108750.0,USD,108750.0
2025-02,ParentCo,Opex:Marketing,145000.0,USD,145000.0
2025-02,ParentCo,Opex:Sales,87000.0,USD,87000.0
2025-02,ParentCo,Opex:R&D,58000.0,USD,58000.0
2025-02,ParentCo,Opex:Admin,43500.0,USD,43500.0
2025-02,EMEA,Revenue,195000.0,EUR,211185.0
2025-02,EMEA,COGS,31200.0,EUR,33789.6
2025-02,EMEA,Opex:Marketing,29250.0,EUR,31677.75
2025-02,EMEA,Opex:Sales,19500.0,EUR,21118.5
2025-02,EMEA,Opex:Admin,9750.0,EUR,10559.25
2025-03,ParentCo,Revenue,745000.0,USD,745000.0
2025-03,ParentCo,COGS,111750.0,USD,111750.0
2025-03,ParentCo,Opex:Marketing,149000.0,USD,149000.0
2025-03,ParentCo,Opex:Sales,89400.0,USD,89400.0
2025-03,ParentCo,Opex:R&D,59600.0,USD,59600.0
2025-03,ParentCo,Opex:Admin,44700.0,USD,44700.0
2025-03,EMEA,Revenue,198000.0,EUR,218592.00000000003
2025-03,EMEA,COGS,31680.0,EUR,34974.72
2025-03,EMEA,Opex:Marketing,29700.0,EUR,32788.8
2025-03,EMEA,Opex:Sales,19800.0,EUR,21859.2
2025-03,EMEA,Opex:Admin,9900.0,EUR,10929.6
2025-04,ParentCo,Revenue,730000.0,USD,730000.0
2025-04,ParentCo,COGS,109500.0,USD,109500.0
2025-04,ParentCo,Opex:Marketing,146000.0,USD,146000.0
2025-04,ParentCo,Opex:Sales,87600.0,USD,87600.0
2025-04,ParentCo,Opex:R&D,58400.0,USD,58400.0
2025-04,ParentCo,Opex:Admin,43800.0,USD,43800.0
2025-04,EMEA,Revenue,202000.0,EUR,219978.0
2025-04,EMEA,COGS,32320.0,EUR,35196.479999999996
2025-04,EMEA,Opex:Marketing,30300.0,EUR,32996.7
2025-04,EMEA,Opex:Sales,20200.0,EUR,21997.8
2025-04,EMEA,Opex:Admin,10100.0,EUR,10998.9
2025-05,ParentCo,Revenue,765000.0,USD,765000.0
2025-05,ParentCo,COGS,114750.0,USD,114750.0
2025-05,ParentCo,Opex:Marketing,153000.0,USD,153000.0
2025-05,ParentCo,Opex:Sales,91800.0,USD,91800.0
2025-05,ParentCo,Opex:R&D,61200.0,USD,61200.0
2025-05,ParentCo,Opex:Admin,45900.0,USD,45900.0
2025-05,EMEA,Revenue,205000.0,EUR,224475.0
2025-05,EMEA,COGS,32800.0,EUR,35916.0
2025-05,EMEA,Opex:Marketing,30750.0,EUR,33671.25
2025-05,EMEA,Opex:Sales,20500.0,EUR,22447.5
2025-05,EMEA,Opex:Admin,10250.0,EUR,11223.75
2025-06,ParentCo,Revenue,780000.0,USD,780000.0
2025-06,ParentCo,COGS,117000.0,USD,117000.0
2025-06,ParentCo,Opex:Marketing,156000.0,USD,156000.0
2025-06,ParentCo,Opex:Sales,93600.0,USD,93600.0
2025-06,ParentCo,Opex:R&D,62400.0,USD,62400.0
2025-06,ParentCo,Opex:Admin,46800.0,USD,46800.0
2025-06,EMEA,Revenue,212000.0,EUR,234896.00000000003
2025-06,EMEA,COGS,33920.0,EUR,37583.36
2025-06,EMEA,Opex:Marketing,31800.0,EUR,35234.4
2025-06,EMEA,Opex:Sales,21200.0,EUR,23489.600000000002
2025-06,EMEA,Opex:Admin,10600.0,EUR,11744.800000000001
2025-07,ParentCo,Revenue,765000.0,USD,765000.0
2025-07,ParentCo,COGS,114750.0,USD,114750.0
2025-07,ParentCo,Opex:Marketing,153000.0,USD,153000.0
2025-07,ParentCo,Opex:Sales,91800.0,USD,91800.0
2025-07,ParentCo,Opex:R&D,61200.0,USD,61200.0
2025-07,ParentCo,Opex:Admin,45900.0,USD,45900.0
2025-07,EMEA,Revenue,208000.0,EUR,226096.0
2025-07,EMEA,COGS,33280.0,EUR,36175.36
2025-07,EMEA,Opex:Marketing,31200.0,EUR,33914.4
2025-07,EMEA,Opex:Sales,20800.0,EUR,22609.6
2025-07,EMEA,Opex:Admin,10400.0,EUR,11304.8
2025-08,ParentCo,Revenue,795000.0,USD,795000.0
2025-08,ParentCo,COGS,119250.0,USD,119250.0
2025-08,ParentCo,Opex:Marketing,159000.0,USD,159000.0
2025-08,ParentCo,Opex:Sales,95400.0,USD,95400.0
2025-08,ParentCo,Opex:R&D,63600.0,USD,63600.0
2025-08,ParentCo,Opex:Admin,47700.0,USD,47700.0
2025-08,EMEA,Revenue,218000.0,EUR,240018.0
2025-08,EMEA,COGS,34880.0,EUR,38402.88
2025-08,EMEA,Opex:Marketing,32700.0,EUR,36002.7
2025-08,EMEA,Opex:Sales,21800.0,EUR,24001.8
2025-08,EMEA,Opex:Admin,10900.0,EUR,12000.9
2025-09,ParentCo,Revenue,780000.0,USD,780000.0
2025-09,ParentCo,COGS,117000.0,USD,117000.0
2025-09,ParentCo,Opex:Marketing,156000.0,USD,156000.0
2025-09,ParentCo,Opex:Sales,93600.0,USD,93600.0
2025-09,ParentCo,Opex:R&D,62400.0,USD,62400.0
2025-09,ParentCo,Opex:Admin,46800.0,USD,46800.0
2025-09,EMEA,Revenue,215000.0,EUR,234995.0
2025-09,EMEA,COGS,34400.0,EUR,37599.2
2025-09,EMEA,Opex:Marketing,32250.0,EUR,35249.25
2025-09,EMEA,Opex:Sales,21500.0,EUR,23499.5
2025-09,EMEA,Opex:Admin,10750.0,EUR,11749.75
2025-10,ParentCo,Revenue,815000.0,USD,815000.0
2025-10,ParentCo,COGS,122250.0,USD,122250.0
2025-10,ParentCo,Opex:Marketing,163000.0,USD,163000.0
2025-10,ParentCo,Opex:Sales,97800.0,USD,97800.0
2025-10,ParentCo,Opex:R&D,65200.0,USD,65200.0
2025-10,ParentCo,Opex:Admin,48900.0,USD,48900.0
2025-10,EMEA,Revenue,225000.0,EUR,244800.00000000003
2025-10,EMEA,COGS,36000.0,EUR,39168.0
2025-10,EMEA,Opex:Marketing,33750.0,EUR,36720.0
2025-10,EMEA,Opex:Sales,22500.0,EUR,24480.0
2025-10,EMEA,Opex:Admin,11250.0,EUR,12240.0
2025-11,ParentCo,Revenue,825000.0,USD,825000.0
2025-11,ParentCo,COGS,123750.0,USD,123750.0
2025-11,ParentCo,Opex:Marketing,165000.0,USD,165000.0
2025-11,ParentCo,Opex:Sales,99000.0,USD,99000.0
2025-11,ParentCo,Opex:R&D,66000.0,USD,66000.0
2025-11,ParentCo,Opex:Admin,49500.0,USD,49500.0
2025-11,EMEA,Revenue,228000.0,EUR,252168.00000000003
2025-11,EMEA,COGS,36480.0,EUR,40346.880000000005
2025-11,EMEA,Opex:Marketing,34200.0,EUR,37825.200000000004
2025-11,EMEA,Opex:Sales,22800.0,EUR,25216.800000000003
2025-11,EMEA,Opex:Admin,11400.0,EUR,12608.400000000001
2025-12,ParentCo,Revenue,850000.0,USD,850000.0
2025-12,ParentCo,COGS,127500.0,USD,127500.0
2025-12,ParentCo,Opex:Marketing,170000.0,USD,170000.0
2025-12,ParentCo,Opex:Sales,102000.0,USD,102000.0
2025-12,ParentCo,Opex:R&D,68000.0,USD,68000.0
2025-12,ParentCo,Opex:Admin,51000.0,USD,51000.0
2025-12,EMEA,Revenue,235000.0,EUR,257090.00000000003
2025-12,EMEA,COGS,37600.0,EUR,41134.4
2025-12,EMEA,Opex:Marketing,35250.0,EUR,38563.5
2025-12,EMEA,Opex:Sales,23500.0,EUR,25709.000000000004
2025-12,EMEA,Opex:Admin,11750.0,EUR,12854.500000000002
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
